X,Y,OBJECTID,COLS_KEY,LSN,POI_NAME,POI_TYPE,POI_SOURCE,PRIMARY,ALT_GEOM,PHONE_NUM,GLOBALID,WEBSITE,OB_GYN,PEDIATRICS,PRIMARY_CARE
-82.998876860403882,39.959501884782611,5830253,1309190,160 S HIGH ST,Columbus Commons,Public Places - Theater/Concert Hall,,Yes,No,,{EC8B4AAC-9673-4F9F-88F2-6B9356450C9F},,,,
-82.988511425774234,39.959977136372601,5830254,565964,427 E TOWN ST,Miller Van Order Interior Design,Office - Corporate,,Yes,No,,{3CA590AF-21B8-4643-B5FF-F5E995D39821},,,,
-82.870251882775918,39.95499089912515,5830255,643711,4775 E MAIN ST,Mi Mexico,Retail - Restaurant,,Yes,No,,{6131F2D7-B108-45B1-8DB6-EB428D361C0B},,,,
-82.80308920293642,39.926971695037686,5830256,1315563,7340 TUSSING RD,Woodward Excavating Co,Retail - Services,,Yes,No,,{3863EF26-C091-45F6-97F0-02DF3AEC15BC},,,,
-83.109688295754523,39.969323034938334,5830257,460462,4130 FISHER RD,Food Safety Net Services,Retail - Services,,Yes,No,,{27C95292-416D-4442-92E8-E308222C4D24},,,,
-83.083957602622093,40.093576886288545,5830258,1187969,3540 W DUBLIN-GRANVILLE RD,Pho Chef Asian Restaurant,Retail - Restaurant,,Yes,No,,{CE0A5A37-A028-4DAA-9A3C-6FBEEDD4D783},,,,
-83.060206325192524,39.976509517999233,5830259,466761,1301 DUBLIN RD,Buckeye Endodontics,Medical - Dental,,Yes,No,,{2F295C86-037E-4DBE-9F1B-B59DB9244CE6},,,,
-82.999872620686574,40.051592563574744,5830260,539625,4272 INDIANOLA AVE,Kenwel Printers,Retail - Commercial/Retail,,Yes,No,,{4A512E0F-EFA1-47C3-B453-DF5A9C8DB2AD},,,,
-82.99998022266918,40.054628188156542,5830261,786286,4404 INDIANOLA AVE,Rafters Beer Pub,Retail - Restaurant,,Yes,No,,{8D96128B-7710-496A-B226-67FCAC829F2D},,,,
-82.988156445028892,40.032840560143434,5830262,625472,970 OAKLAND PARK AVE,Kids Kingdom Childcare and Learning Center,Education - Daycare,"ODJFS 400495
",Yes,No,,{83B78A82-0E5C-4647-88FC-555D47151B2C},,,,
-82.964248927261423,40.020721684522357,5830263,660084,1751 ABERDEEN AVE,First Spiritualist Church,Public Places - House of Worship,,Yes,No,,{329B9138-2405-4A4C-B8F5-18B4FEA56452},,,,
-83.05886322507196,39.94661242312111,5830264,564498,2240 SULLIVANT AVE,N & N Market,Retail - Commercial/Retail,,Yes,No,,{C46EF25D-E39E-46F2-BCD6-BE5795E526C9},,,,
-83.03454742597421,39.957994812717075,5830265,1195454,1271 W BROAD ST,Spirit of Tiphereth,Retail - Commercial/Retail,,Yes,No,,{859F1237-1E6C-4867-8E54-4990F82E57BF},,,,
-82.998809638980291,40.065715107502072,5830266,623886,4881 SINCLAIR RD,Fast & Clean Car Wash,Retail - Services,,Yes,No,,{EFBA5147-A957-4F99-99B6-6B67199FC5DB},,,,
-82.998787624670243,39.962764198788975,5830267,1100774,66 E BROAD ST,Broad Street Bagels Deli,Retail - Restaurant,,Yes,No,614-22-3596,{CDE8083C-9E7E-473B-9215-584DDE87CB8A},,,,
-82.999368896075168,40.043642130237771,5830268,897869,3902 INDIANOLA AVE,Lancaster Colony Commercial Products,Industrial - Warehouse,,Yes,No,,{38B9FAAE-5DD2-4F89-B7D7-B08A84DBDE9E},,,,
-83.000410699664869,40.059336942544959,5830269,419935,4636 INDIANOLA AVE,Nelson Roofing Company,Retail - Services,,Yes,No,,{0CFC206C-D2CB-4F73-B331-03990C01997C},,,,
-82.96226997253838,40.061337868282394,5830270,1241546,4576 MORSE CENTRE,Our Helpers,Office - Non-Profit,,Yes,No,,{0CF373D4-82B4-4302-BF6F-EB897F1834D0},,,,
-82.880723570276885,39.922308325502826,5830271,1112901,2575 S HAMILTON RD,Royal Pharmacy,Retail - Commercial/Retail,,Yes,No,,{EE315C9B-7D93-409E-A168-E39CAB3F2F35},,,,
-82.878663601786528,39.928716451134385,5830272,1024313,2256 HAMILTON RD,Mecca International Market,Retail - Specialty Food,,Yes,No,,{F2A9A7D4-2FD2-400F-A2EC-71DB29471BE5},,,,
-83.150555579058562,39.987530576150867,5830273,768418,1770 HILLIARD & ROME RD,Texas Roadhouse,Retail - Restaurant,,Yes,No,,{7CCD7350-6C95-4967-8E54-3CE3A485162F},,,,
-83.150933810298341,39.989467683438626,5830274,1183716,1840 HILLIARD & ROME RD,Visionworks,Medical - Other,,Yes,No,,{CE2BA53D-6D25-4BEB-B6D3-8DFF2F505F22},,,,
-83.114104283922273,40.000722708248631,5830275,1275808,2359 WESTBROOKE DR,Dyson Service Center ,Office - Corporate,,Yes,No,,{C9E509BA-11DA-486B-A5F2-709D484D90E1},,,,
-83.034340738884993,39.951991991338993,5830276,602311,300 DANA AVE,Columbus Collegiate Academy - West,Education - Middle,,Yes,No,,{819002A1-AB7C-45FE-843C-9CBB393CBF8F},https://oeds.ode.state.oh.us/OrgOverview/index/116140,,,
-82.91668574620229,40.049173953771344,5830277,1251225,3942 TOWNSFAIR WAY,Panera Bread,Retail - Restaurant,,Yes,No,,{B4657F2A-E5DF-4B53-A17C-673B4DA0E180},,,,
-83.149540910436983,39.985267994508327,5830278,1274654,5470 WESTPOINTE PLAZA DR  Unit P,Smoothie King,Retail - Restaurant,,Yes,No,,{367BFB81-C474-43DD-B1E7-97294A96CC58},,,,
-83.031618896627251,39.951493747400662,5830279,705346,1212 SULLIVANT AVE,Central Ohio Diesel,Retail - Services,,Yes,No,,{AA34A254-9C9C-4C8B-9F13-B99F2DAA0DEB},,,,
-83.008827122626684,39.986217105295829,5830280,289423,1189 DENNISON AVE,Thompson Community Center,Public Places - Community/Recreation Center,,Yes,No,,{10DD6168-81CD-412A-B721-0D7554FCC1CE},https://www.columbus.gov/recreationandparks/recreation-centers/All-Community-Centers/,,,
-82.971528740119226,39.907169755183553,5830281,407743,2762 GROVEPORT RD,Buckeye Auto Resale,Retail - Commercial/Retail,,Yes,No,,{62A4CE39-07E4-4B40-8C88-B9C9CDB471A1},,,,
-82.915622525166654,40.050425841344108,5830282,1251304,225 EASTON TOWN CENTER B202  Unit B202,Hot Topic,Retail - Commercial/Retail,,Yes,No,,{07E0A211-46AE-4924-88F4-CAFA9B5149F0},,,,
-82.839777376273489,39.953356390832241,5830283,644036,5965 E MAIN ST,Custom Computer Warehouse,Retail - Commercial/Retail,,Yes,No,,{92A0F6E8-CF08-4478-83F5-AA2533E6DE0B},,,,
-83.148888275229069,39.984771496129099,5830284,1294595,5414 WESTPOINTE PLAZA DR  Unit Y,Rue 21 ,Retail - Commercial/Retail,,Yes,No,,{29E184BB-54BD-4299-8C9F-A4A2B7FE7976},,,,
-83.077400276604592,40.058338772398379,5830285,443759,2218 W HENDERSON RD,Midas,Retail - Services,,Yes,No,,{F4B5B6FC-16E5-42E2-8A04-16009B161726},,,,
-83.085551900295854,40.112862448377371,5830286,1024360,2606 BILLINGSLEY RD,Real Estate Ohio,Office - Corporate,,Yes,No,,{D25722B8-2486-42B0-A896-2C11F3917A1B},,,,
-83.063486983748206,39.955572646029836,5830287,566753,2364 W BROAD ST,Feed My Sheep Ministries,Retail - Services,,Yes,No,614-721-5414,{43360F61-4ED0-4CCA-B173-1AEC202AFDFE},,,,
-83.007153920448985,39.978957871941255,5830288,505207,104 W HUBBARD AVE,Hubbard Mastery School,Education - Other,Columbus City Schools Building Directory 2016-2017.pdf,Yes,No,,{605031D3-6C37-487A-925E-FF35B97B4DF3},,,,
-83.146629883742449,39.932075544876959,5830289,1242320,5610 HALL RD,H & R Block,Retail - Services,,Yes,No,,{3EF7F94D-299E-4541-9D69-032EDE120A38},,,,
-82.996638832118009,39.952121951963541,5830290,200639,500 CITY PARK AVE,Jack E Mc Cormick Attorney,Office - Corporate,,Yes,No,,{3DBA2615-DE7E-4678-A994-D84E8DA992D1},,,,
-82.995834921914522,39.967166152220855,5830291,1234535,205 N 5TH ST,The Avalon Bar & Lounge,Retail - Restaurant,,Yes,No,,{AEFE8EDC-15C8-4A6A-AAC3-D3D17E99CECF},,,,
-82.870930804869573,39.954610237685671,5830292,948925,1026 SHADY LANE RD,Jasmin Market,Retail - Commercial/Retail,,Yes,No,,{FBF6E56B-6622-4538-9A7B-5EB42CD41B60},,,,
-82.836359698215034,39.955466297761376,5830293,1235711,6022 E MAIN ST,Exquisite Design Hair & Nails,Retail - Services,,Yes,No,,{43B04DF4-BA0F-4A1E-8A3C-1CA0B7596235},,,,
-82.787953086882411,39.987783995658127,5830294,1253800,8000 E BROAD ST,Meijer,Retail - Grocery,,Yes,No,,{ECE34EE4-BC8E-45CB-B58C-072A86C828D0},,,,
-83.144312354295622,39.950997622154674,5830295,484981,5401 W BROAD ST,AutoZone,Retail - Services,,Yes,No,,{4DA2F451-52B8-4B8D-B0D9-BAE1889C970B},,,,
-83.100929585728622,39.954454354609858,5830296,1299138,3770 W BROAD ST  50,Grini's Salon,Retail - Services,,Yes,No,,{EFBA87B4-0DB1-4067-A01B-713BB669141E},,,,
-83.078982416113902,39.967949464728122,5830297,642176,665 N HAGUE AVE,Evans Carpet Warehouse,Retail - Commercial/Retail,,Yes,No,,{3D65E528-79B6-4979-8759-1DE342623949},,,,
-83.05958980945374,40.065199850329229,5830298,1241503,1520 BETHEL RD,Dollar General,Retail - Commercial/Retail,,Yes,No,,{F15C1AEC-3D79-45CF-B40E-41735A383C1E},,,,
-82.931951525282159,40.034685789847593,5830299,447457,3650 SUNBURY RD,Seventh Day Adventist Church,Public Places - House of Worship,,Yes,No,,{A84C06B3-B1F7-43D0-A42A-C60C2BE86578},,,,
-82.911007281699739,40.032981123928622,5830300,836659,2929 STELZER RD,CVS,Retail - Commercial/Retail,,Yes,No,,{A641BBE8-DB7E-4E2C-9B23-4FD85C54EEDD},,,,
-83.104755144575577,40.005123840129961,5830301,606588,4041 ROBERTS RD,Plastic Packaging Technologies,Industrial - Manufacturing,,Yes,No,,{CE30A08A-9716-4CB1-B052-9AC99867A774},,,,
-82.983338032896981,40.139889240618359,5830302,1308348,1345 POLARIS PKWY,Old Navy,Retail - Commercial/Retail,,Yes,No,,{B11711C5-544C-475D-849D-2379D74EC27F},,,,
-82.909414544740201,40.069338145127226,5830303,522316,5441 SUNBURY RD,Northland Church - The Nazarene,Public Places - House of Worship,,Yes,No,,{492DDA45-DF95-4F63-978D-848524A2F321},,,,
-82.907411197038229,39.97293611526397,5830304,686493,3500 E BROAD ST,Fresh Start Learning Academy II,Education - Daycare,"ODJFS 400296
",Yes,No,,{78CAAFDD-3FA0-4724-849B-2D05D7868EA4},,,,
-83.023856275148304,40.066350051593886,5830305,1178212,170 GRACELAND BLVD,Q Nails,Retail - Services,,Yes,No,,{2E20CE63-91AD-45D7-917C-AC4BE62DA3CF},,,,
-82.907219464848609,40.008191825169234,5830306,1298994,2887 JOHNSTOWN RD,Morning View Care Center,Medical - Other,CHAN1615693,Yes,No,,{6EC4BE60-595D-40AE-B342-A24B57088CF2},,,,
-82.830586091372254,39.940652356716306,5830307,1253845,1911 BRICE RD,O'Reilly Auto Parts,Retail - Commercial/Retail,,Yes,No,,{CCD9CDA4-4229-496D-AD3B-4CDADF00444E},,,,
-83.10051689983041,39.951348004402142,5830308,1011307,3761 HARDING DR,Ministerio La Cosecha Ohio,Public Places - House of Worship,,Yes,No,,{ED612C00-0F9F-4D9D-81B5-C038AE044709},,,,
-83.019265438150754,39.995823268574632,5830309,1298848,473 W 12TH AVE,Davis Heart and Lung Research Institute,Medical - Research/Laboratory,OSU,Yes,No,,{5DCA707E-D2D7-48A3-B24D-9680D0E9897F},,,,
-83.004524199949785,39.969248419566497,5830310,1304144,343 N FRONT ST,Buca di Beppo,Retail - Restaurant,,Yes,No,6146213287,{79FAF0C6-9964-46BD-871B-41CD128F4978},,,,
-83.003840674230347,39.977723085487575,5830311,861710,747 N HIGH ST,Philco Bar + Diner,Retail - Restaurant,,Yes,No,6142999933,{B1C55720-373F-4F53-BB9F-8B7B17C22619},,,,
-83.004611886515022,39.983320408329099,5830312,1323172,1026 N HIGH ST,Pies & Pints,Retail - Restaurant,,Yes,No,6142997437,{50E74551-CFEE-4CC4-99DB-C91443D0DC10},,,,
-82.992315259503513,40.015001820388079,5830313,708017,686 E HUDSON ST,Hudson Street Pizza,Retail - Restaurant,,Yes,No,6142620200,{1250E05E-E394-42EF-902C-1776D975DEA4},,,,
-82.993672456803154,40.145620340548099,5830314,300555,1035 POLARIS PKWY,Domino's Pizza,Retail - Restaurant,,Yes,No,6143840555,{31AFA0AA-08D5-4BC9-A4E2-6F7F7949D4A7},,,,
-82.970346727250373,40.106351291797566,5830315,520532,1728 SCHROCK RD,"Dr. Charles Vonder Embse, DO",Medical - Other,,Yes,No,614-947-8900,{6F5538A3-F7C5-4EC0-B191-C038C14CB76D},,,,
-82.968637748135649,39.949417819835453,5830316,768603,1089 E LIVINGSTON AVE,McKoy Dental Center,Medical - Dental,,Yes,No,,{02A00777-4D14-44D8-A7EE-CD3877936997},,,,
-82.928413934971005,40.074845663218262,5830317,428722,5030 WESTERVILLE RD,Reiner Realty & Consultants,Office - Corporate,,Yes,No,,{A0475E5F-2712-4964-8F31-E45C38B474C8},,,,
-82.92694917555697,39.996513854008391,5830318,601884,2961 LAMB AVE,Buckeye Auto Tech,Retail - Services,,Yes,No,,{A6FCB006-1C12-4A68-BF3F-67173C910B27},,,,
-82.902516729870129,39.985863884270373,5830319,1235433,3790 E 5TH AVE,Capital Core,Retail - Commercial/Retail,,Yes,No,,{A25947FD-A596-4F83-89B8-26D68E30F0BA},,,,
-83.132385596932195,39.999474471489492,5830320,1255555,2310 INTERNATIONAL ST,Fliptasticc Gymnastics,Retail - Services,,Yes,No,,{87215F2D-764A-4336-96BD-F86C213E1ED5},,,,
-83.130679972805055,40.011186052231764,5830321,502105,2850 INTERNATIONAL ST,Fed Ex Office Print & Ship Center,Retail - Services,,Yes,No,,{ADBE2D59-59A2-4A38-B6B1-8CFE8B419E50},,,,
-83.051776196081491,40.090368045642677,5830322,588933,2310 W DUBLIN-GRANVILLE RD,Linworth Lumber Company,Retail - Commercial/Retail,,Yes,No,,{E1004DF8-00F8-4E3C-B8B1-B10C7252184A},,,,
-83.003752311064801,39.977347376156864,5830323,848917,733 N HIGH ST,Bakersfield Short North,Retail - Restaurant,,Yes,No,614-754-8436,{319696C3-D064-4548-A861-21C88BC8D741},,,,
-82.825745853212581,39.98191071861293,5830324,1325135,6600 E BROAD ST,Salon Lofts ,Retail - Services,,Yes,No,,{B40F2C0A-DB8D-4A4B-BEB2-1EECE6CE0B3B},,,,
-83.075208862416531,39.970246537454635,5830325,860423,787 HARRISON DR,Gold Medal Products,Office - Corporate,,Yes,No,,{EA6BBA4B-C39E-4C0A-81F7-29432C91B645},,,,
-83.047973987385348,39.989120976663088,5830326,1234822,1550 W 5TH AVE,Grandview Family Practice,Medical - Physician,,Yes,No,,{B79BCB59-DB2B-4AD7-8A1A-E18AEF08F486},,,,YES
-83.017602722923797,40.03951707967159,5830327,608143,3800 N HIGH ST,Acupuncture Healing Clinic,Medical - Other,,Yes,No,,{AED650C2-113E-4844-A4A5-A8B1FD30EB28},,,,
-83.001707788395237,39.952604303144597,5830328,1306467,445 S LUDLOW ST,Event Marketing Strategies,Retail - Services,,Yes,No,614-792-5600,{B7A5E4EF-34C8-443E-9F61-BB1EDEFC2E2C},,,,
-82.953050045852208,40.061802628547291,5830329,187821,4533 CLEVELAND AVE,Clevemorse Family Dentistry,Medical - Dental,,Yes,No,,{35B40CF9-DB7A-4DAE-AC09-AD71721DB265},,,,
-83.094035128595905,40.069234178954069,5830330,1184650,4887 SAWMILL RD,Santec Resources,Office - Corporate,,Yes,No,,{1DE9AF7D-C3F4-43F2-9273-0B2181AA316A},,,,
-83.075627732633137,40.058146032167613,5830331,1296759,2138 W HENDERSON RD,Neighborhood Cleaners,Retail - Services,,Yes,No,,{F9FDD6C3-CD30-4E87-83CA-19CD454B11D9},,,,
-83.017996409632417,40.065743429015214,5830332,822518,5060 N HIGH ST Unit 11,East Coast Pizzeria,Retail - Restaurant,Restaurant DB,Yes,No,6148850101,{93D8E4E5-0DFE-4524-A4A5-CAF2625F01BE},,,,
-83.016649531643566,39.996521645241032,5830333,1297287,318 W 12TH AVE,Aronoff Laboratory,Education - College/University,OSU,Yes,No,,{05FC914F-6DC6-4885-89DD-961202D07A88},,,,
-83.002280625011011,39.982855051051928,5830334,461929,68 E 2ND AVE,Junior Achievement of Central Ohio,Education - Other,,Yes,No,,{3E4E41B8-8AB9-425B-A602-50C934704226},,,,
-82.990522674816262,39.950775081638348,5830335,224585,284 E BECK ST,Beck Tavern,Retail - Restaurant,,Yes,No,,{C07B0882-C320-437E-A593-2408A93D5FB9},,,,
-82.990776612552324,39.963554931716487,5830336,487211,366 E BROAD ST,Carlile Patchen & Murphy Law Firm,Office - Corporate,,Yes,No,,{5D2F3F8D-70F6-4595-9AB1-C002211E754B},,,,
-82.965448344961359,39.905749706549521,5830337,217106,1110 WATKINS RD UNIT D,Boyd's Barber Shop,Retail - Services,,Yes,No,,{E282A097-6BDB-4B21-87D0-77CC208E9507},,,,
-83.123301050352609,40.072864734690398,5830338,999408,5869 KARRIC SQUARE DR,Budget Car Rental,Retail - Services,,Yes,No,,{EA5125C6-8175-49A1-8248-12612477CA4D},,,,
-82.965486561975368,39.917215281530993,5830339,489709,2300 LOCKBOURNE RD,N Wasserstrom & Sons,Retail - Commercial/Retail,Restaurant DB,Yes,No,,{A93E0F4D-0282-4EC8-8957-4C8F9D3981D8},,,,
-82.951713539038252,40.086112020431493,5830340,666595,5681 CLEVELAND AVE,Chase Bank,Office - Bank,,Yes,No,,{39FB4975-9885-440E-9607-63DA73055006},,,,
-82.921632814761139,39.956492533063624,5830341,405573,2869 E MAIN ST,Mr Tire ,Retail - Services,,Yes,No,,{F58B335D-C761-4519-B29C-84E20DFABAE0},,,,
-82.849769981592615,39.943656558482004,5830342,886822,5430 E LIVINGSTON AVE,Ace Hair Designers,Retail - Services,,Yes,No,,{4C87A818-5E6D-4B38-A885-2DDC9ED13CD5},,,,
-83.120779763668423,39.990744235129995,5830343,1272953,1786 DIVIDEND DR,ABM Building Solutions,Retail - Commercial/Retail,,Yes,No,,{BC4573B6-97BC-4452-8451-D60D293EC70B},,,,
-83.121511155233534,39.998714202641501,5830344,836925,2199 DIVIDEND DR,Baseball Rampage,Retail - Commercial/Retail,,Yes,No,,{A1CBC16A-6784-4CC4-8439-1000DDB95610},,,,
-83.089040131960772,40.101356948838216,5830345,1049460,2673 FEDERATED BLVD,Barclay Pipe Tobacco & Cigar,Retail - Commercial/Retail,,Yes,No,,{F13E2E6D-2EE6-4F4E-A053-EA9E8EDA63BF},,,,
-83.089579639705192,40.102586779946215,5830346,1241336,6634 SAWMILL RD,CPR Cell Phone Repair,Retail - Services,,Yes,No,,{2CCA8BDD-5130-4A33-8B07-3C383E2694E2},,,,
-83.001666081460399,40.02593729707506,5830347,886082,3049 INDIANOLA AVE,Joe Kristof Bowlers Pro-Shop,Retail - Commercial/Retail,,Yes,No,,{2F0767C3-D18D-40E5-B5BE-11CD0E0208CC},,,,
-82.991209677493529,40.134883150854812,5830348,1179221,8274 SANCUS BLVD,Tommy O'Bryan's Pub,Retail - Restaurant,,Yes,No,,{C100918A-69DE-4D84-8070-7B9C59B57AEE},,,,
-82.921094821246584,39.988727790919917,5830349,1036237,3098 E 6TH AVE,Krumm Park Detention Basin,Industrial - Wastewater Treatment Plant,,Yes,No,,{739245F0-7455-493D-84A1-A1F550F5D443},,,,
-82.818478714158644,39.981729358815237,5830350,1235676,6959 E BROAD ST,Discount Tire ,Retail - Services,,Yes,No,,{61F3799B-FB2C-4983-AECC-7E352318D03B},,,,
-83.155907307978211,40.001889934115603,5830351,1050598,2503 HILLIARD & ROME RD,The Pet Bowl,Retail - Commercial/Retail,,Yes,No,,{B92A774F-1C49-4678-89C9-17F492E70EF2},,,,
-83.092770197690442,39.996595315040409,5830352,485308,2111 BUILDERS PL,PHPK Technologies,Industrial - Manufacturing,,Yes,No,,{722BFAC3-F75A-471E-AB0D-BBE892C69ECD},,,,
-83.091843763833324,39.943170134347667,5830353,644761,3482 SULLIVANT AVE,Asian Wok,Retail - Restaurant,,Yes,No,,{3ED07677-2B05-4F16-9C83-6E313EC90280},,,,
-82.976287453120278,39.952895378179633,5830354,1235402,574 S 18TH ST,Nationwide Children's Human Resources,Office - Corporate,,Yes,No,,{D8B4CF4A-E5B0-46AF-8D94-B8D442573D10},,,,
-82.964743299144359,39.966167801571395,5830355,587552,1349 E BROAD ST,The Strategy Network,Office - Corporate,,Yes,No,,{AFB2DBAF-AD85-4D82-8B66-77C3B3BB82E5},,,,
-82.918637445121263,40.01731117452438,5830356,1272821,3455 MILLENNIUM CT,Coalescence,Industrial - Manufacturing,,Yes,No,,{56AC730A-451B-4139-86A2-2EFE8DB76737},,,,
-82.884852476625539,39.933822411437468,5830357,974625,4250 GROVES RD,City of Columbus Public Service,Government - City,,Yes,No,,{F10082F3-2CE0-4101-BB63-EEDD623D6682},,,,
-83.117498174367256,39.972257416561661,5830358,499635,4280 PERIMETER DR,Transmet Corporation,Industrial - Manufacturing,,Yes,No,,{7C33017C-097D-4834-AC24-9824E5DB4D58},,,,
-83.085137744262909,40.098154276525854,5830359,974229,3644   W DUBLIN-GRANVILLE RD,Beauty First ,Retail - Services,,Yes,No,,{3599D1CE-C373-4F8C-A5E0-CD5FF1A50180},,,,
-83.040548630109768,40.062144529787176,5830360,1287852,743 BETHEL RD,Peking Hot Pot,Retail - Restaurant,,Yes,No,,{8E894E5F-66E5-473B-9988-0E7EEA07237C},,,,
-83.000332743777065,40.043572146933606,5830361,483082,3887 INDIANOLA AVE,Simms Homecare & Behavioral,Medical - Other,,Yes,No,,{35E85EC9-F625-4C82-973B-F577FE19EB0E},,,,
-82.96214657858259,39.921245500213836,5830362,1184074,1250 REFUGEE LN,GTL Manufacturing,Industrial - Manufacturing,,Yes,No,,{8B470C40-52CF-4AB1-8A83-79DFD8D22725},,,,
-82.881021273414632,39.930522640564355,5830363,459827,4330 GROVES RD,Rite Way Restoration,Retail - Commercial/Retail,,Yes,No,,{3314EC90-B212-44C9-ACDA-1830BC3866DF},,,,
-83.06894580522021,40.064622378398099,5830364,523336,1910 BETHEL RD,IMPACT Pediatrics,Medical - Physician,,Yes,No,614-824-2546,{ED77D58C-A308-43E9-98BD-AC75BDD887AD},,,YES,
-83.039293719180961,40.056590024418711,5830365,599649,700 JASONWAY AVE,Columbus Alzheimers Care Center,Group Quarters - Assisted Living,,Yes,No,,{037A26FE-0011-4B8A-B359-782D94F01272},,,,
-82.825324272362963,39.879709981884261,5830366,1238381,5020 GENDER RD,Convenience Store,Retail - Convenience Store,CBLD1708461,Yes,No,,{40425B31-C05B-48DC-A7FB-7BE3CC3CFB70},,,,
-83.134380260588017,40.012207524732418,5830367,949947,2970 CHARTER ST,Niedax USA,Office - Corporate,,Yes,No,,{E80947AC-7349-483E-8EE6-A1030D26EF1F},,,,
-83.133590459701225,39.997549450211935,5830368,1255563,2226 INTERNATIONAL ST,International Dial ,Office - Corporate,,Yes,No,,{AB81DC94-F082-40FE-9B95-B27ECAA187FA},,,,
-82.998093075775017,39.839151362831139,5830369,711381,6000 S HIGH ST,Eldorado Scioto Downs,Public Places - Other,,Yes,No,,{DF9B1FD1-0E45-4429-B9DF-2209088B7F8B},,,,
-82.98946950350232,39.925320372961515,5830370,116475,224 REEB AVE,EMSS Market,Retail - Commercial/Retail,,Yes,No,,{44BCB46F-449B-486F-9AD0-317BE6FC9257},,,,
-82.953014411019382,40.085917251170528,5830371,681749,5636 KATHY RUN LN Unit 18,National Check Cashers,Retail - Services,,Yes,No,,{FFB52EFC-1A0F-49C6-AA71-66518293755B},,,,
-82.860182923344667,39.954484185655581,5830372,986401,5137 E MAIN ST Unit 8,Subway,Retail - Restaurant,,Yes,No,6143670215,{5674D45D-1DC5-4EC7-9D3D-6169150DED6C},,,,
-83.092815291913624,40.086758881538834,5830373,787131,5875 SAWMILL RD,Food Hamati,Retail - Restaurant,,Yes,No,6146597713,{ED9F70AB-F813-4DB3-8154-DA0F153CBF33},,,,
-83.043605723206127,39.988602183090379,5830374,1237623,1395 W 5TH AVE,Spanish for Ninos ,Education - Other,,Yes,No,,{E5567069-0217-4189-BB15-9AF0834B5CD4},,,,
-82.974744800027949,39.89103247992059,5830375,468255,782 E WILLIAMS RD,Wesleyan Bible Holiness Church,Public Places - House of Worship,,Yes,No,,{E63C9FAB-4A47-4D97-A773-9060D08B6E53},,,,
-82.947700999412547,40.082346464608939,5830376,885020,2625 NORTHLAND PLAZA DR,Gemini Players Club,Public Places - Other,,Yes,No,,{E119A713-FB4F-4EB6-8B77-7E3B3CCBD02B},,,,
-82.947096322414623,39.99244740698299,5830377,418856,2188 WOODWARD AVE,Tabernacle Baptist Church,Public Places - House of Worship,,Yes,No,,{4A119B84-161E-4C3D-B6FD-26AD052ABB55},,,,
-82.953148245888997,40.086651274062554,5830378,1272839,5700 KATHY RUN LN  11,A+ Kids Learning Center,Education - Daycare,ODJFS 2170012898,Yes,No,,{3847980F-7092-4C84-A22A-8F78A9445300},,,,
-82.825545395673416,40.089370853936629,5830379,1235150,5187 HAMPSTED VILLAGE CENTER WAY,Kumon Learning Center,Education - Other,,Yes,No,,{0668BE87-5E7E-4EE9-96C9-08407917E990},,,,
-83.125680524764704,39.985483627364523,5830380,960654,1597 WESTBELT DR,Victory Packaging,Industrial - Mail/Shipping,,Yes,No,,{5DA9CB30-27F7-4CE2-A523-4742448FD4AD},,,,
-83.015952594654166,40.033608434080627,5830381,1024815,3506 N HIGH ST,Nicole Revish Salon & Spa,Retail - Services,,Yes,No,,{4813584B-9F58-4FAD-910F-D523DC504BC4},,,,
-83.000334771746395,40.008678803313295,5830382,663388,2216 SUMMIT ST,Cafe Bourbon Street,Retail - Restaurant,,Yes,No,,{D29DE253-88D5-4111-AE61-E6B1BFE69056},,,,
-82.974081563073014,39.922874451867585,5830383,483534,795 MARION RD,Central Ohio Oil,Retail - Services,,Yes,No,,{9EF76183-50FB-4F8F-97AE-A11007839195},,,,
-82.938967546203827,39.933642678154754,5830384,936292,2050 INTEGRITY DR S,1 800 USA HOME,Industrial - Other,InfoGroup,Yes,No,,{DBF31563-74ED-4A2D-9D8C-69CDB55A9C41},,,,
-82.937625947797386,39.836757968973657,5830385,1316927,2435 SPIEGEL DR,Nifco America Corporation,Industrial - Warehouse,,Yes,No,,{7F49C449-101E-488B-BC4C-C4C01CC3F187},,,,
-82.9241818966171,39.929126983305061,5830386,581935,2525 PETZINGER RD,Creative Child Care,Education - Daycare,ODJFS 400931,Yes,No,,{743FD57C-BA3D-43F0-91AF-26A5D311EED5},,,,
-83.01279446882937,39.967567807457939,5830387,648484,425 W NATIONWIDE BLVD,Federal Bureau of Investigation,Government - Federal,,Yes,No,,{E991C32E-C2FC-4149-A733-A386C6D4FC1D},,,,
-82.999878969572706,40.075779528209765,5830388,707278,5431 BYERS CIR W,C G's Auto Paint & Body,Retail - Services,,Yes,No,,{056DD497-5DAA-495E-9DB0-A18AEEE4B17E},,,,
-82.974148671741176,39.972447029109325,5830389,762065,1050 MT VERNON AVE,Plaza Grocery and Meat,Retail - Grocery,,Yes,No,,{40CBA253-44C8-4584-9632-D1982CA65F44},,,,
-82.949025498708878,39.931539639587378,5830390,1283555,1701 MOLER RD,Spillman Company,Industrial - Manufacturing,,Yes,No,,{EC135B59-014D-468F-B183-F9079EB46618},,,,
