Fuel Type Code	Station Name	Street Address	Intersection Directions	City	State	ZIP	Plus4	Station Phone	Status Code	Expected Date	Groups With Access Code	Access Days Time	Cards Accepted	BD Blends	NG Fill Type Code	NG PSI	EV Level1 EVSE Num	EV Level2 EVSE Num	EV DC Fast Count	EV Other Info	EV Network	EV Network Web	Geocode Status	Latitude	Longitude	Date Last Confirmed	ID	Updated At	Owner Type Code	Federal Agency ID	Federal Agency Name	Open Date	Hydrogen Status Link	NG Vehicle Class	LPG Primary	E85 Blender Pump	EV Connector Types	Country	Intersection Directions (French)	Access Days Time (French)	BD Blends (French)	Groups With Access Code (French)	Hydrogen Is Retail	Access Code	Access Detail Code	Federal Agency Code
ELEC	Honest-1 Auto Care	1030 Old Henderson Rd		Columbus	OH	43220		614-459-3775	E		Public	24 hours daily						2					200-9	40.051822	-83.047551	3/7/19	53693	2019-03-07 18:17:18 UTC	P			10/1/13					J1772	US				Public		public		
CNG	Trillium - Speedway LLC	521 S Main St	"Hwy 36, Exit Main St"	Mt. Vernon	OH	43050		800-920-1166	E		Public - Credit card at all times	24 hours daily	A D EFS FuelMan M TCH Tchek Trillium V Voyager Wright_Exp		Q	3600							200-9	40.387298	-82.486446	6/5/18	53763	2019-01-17 00:33:46 UTC	P			8/28/14		HD				US				Public - Carte de crédit en tout temps		public	CREDIT_CARD_ALWAYS	
ELEC	City of Oberlin	69 S Main St	Located in the municipal parking lot behind 69 South Main St.	Oberlin	OH	44074		440-775-7286	E		Public	24 hours daily; no overnight parking						1					200-9	41.289769	-82.217186	3/7/19	53977	2019-03-07 18:17:18 UTC	LG			12/20/13					J1772	US				Public		public		
CNG	American Natural Gas	2720 Needmore Rd		Dayton	OH	45414		866-264-6220	E		Public - Credit card at all times	24 hours daily	A Comdata D EFS FuelMan M Tchek V Wright_Exp		Q	3600							200-9	39.81954	-84.180457	3/7/19	60045	2019-03-07 18:17:18 UTC	T			4/15/14		HD				US				Public - Carte de crédit en tout temps		public	CREDIT_CARD_ALWAYS	
CNG	American Natural Gas	5343 Distribution Dr		Findlay	OH	45840		866-264-6220	E		Public - Credit card at all times	24 hours daily	A Comdata D EFS FuelMan M TCH Tchek V Wright_Exp		Q	3600							200-9	41.089949	-83.639102	3/7/19	60046	2019-03-07 18:17:18 UTC	T			9/10/14		HD				US				Public - Carte de crédit en tout temps		public	CREDIT_CARD_ALWAYS	
CNG	Love's Travel Stop #332	10145 Avon Lake Rd	Off exit 204 I-71	Burbank	OH	44214		330-624-1000	E		Public	24 hours daily	A Cash Checks D EFS FleetOne FuelMan M TCH Tchek V Voyager Wright_Exp		Q	3600							200-9	40.995903	-81.993874	6/5/18	60084	2019-01-17 00:33:46 UTC	P			11/17/14		HD				US				Public		public		
ELEC	BMW OF CINCI	105 W Kemper Rd	JAKE SWEENEY; -	Cincinnati	OH	45246		888-758-4389	E		Public	24 hours daily						2			ChargePoint Network	http://www.chargepoint.com/	GPS	39.2865374	-84.470979	3/18/19	60166	2019-03-18 09:06:49 UTC									J1772	US				Public		public		
ELEC	BMW OF DAYTON	7124 Poe Ave	STATION 01	Dayton	OH	45414		888-758-4389	E		Public	24 hours daily						2			ChargePoint Network	http://www.chargepoint.com/	GPS	39.8504309	-84.1882588	3/18/19	60398	2019-03-18 09:06:49 UTC									J1772	US				Public		public		
E85	Speedway #1203	329 S Main St		Bellefontaine	OH	43311		937-593-0261	E		Public	24 hours daily	A Cash D M V Voyager Wright_Exp										GPS	40.35739	-83.759787	3/7/19	60546	2019-03-07 18:17:18 UTC	P			2/26/14				FALSE		US				Public		public		
E85	Speedway #9631	595 W Plane St		Bethel	OH	45106		513-734-4330	E		Public	24 hours daily	A Cash D M V Voyager Wright_Exp										200-9	38.963783	-84.08786	3/7/19	60547	2019-03-07 18:17:18 UTC	P			2/26/14				FALSE		US				Public		public		
E85	Speedway #9641	570 Ohio Pike		Cincinnati	OH	45255		513-528-2204	E		Public	24 hours daily	A Cash D M V Voyager Wright_Exp										200-9	39.070753	-84.303258	3/7/19	60548	2019-03-07 18:17:18 UTC	P			2/26/14				FALSE		US				Public		public		
E85	Speedway #9147	1434 Bethel Rd		Columbus	OH	43220		614-451-0054	E		Public	24 hours daily	A Cash D M V Voyager Wright_Exp										200-9	40.064187	-83.057427	3/7/19	60549	2019-03-07 18:17:18 UTC	P			2/26/14				FALSE		US				Public		public		
E85	Speedway #5169	2232 Needmore Rd		Dayton	OH	45414		937-276-2158	E		Public	24 hours daily	A Cash D M V Voyager Wright_Exp										GPS	39.819357	-84.192165	3/7/19	60550	2019-03-07 18:17:18 UTC	P			2/26/14				FALSE		US				Public		public		
E85	Speedway #1041	3760 Main St		Hilliard	OH	43026		614-876-0121	E		Public	24 hours daily	A Cash D M V Voyager Wright_Exp										GPS	40.028054	-83.160608	3/7/19	60551	2019-03-07 18:17:18 UTC	P			2/26/14				FALSE		US				Public		public		
E85	Speedway #5064	2920 Shroyer Rd		Kettering	OH	45419		937-299-4640	E		Public	24 hours daily	A Cash D M V Voyager Wright_Exp										GPS	39.70427	-84.16194	3/7/19	60552	2019-03-07 18:17:18 UTC	P			2/26/14				FALSE		US				Public		public		
E85	Speedway #9773	508 N Memorial Dr		Lancaster	OH	43130		740-654-3989	E		Public	24 hours daily	A Cash D M V Voyager Wright_Exp										200-9	39.719001	-82.606488	3/7/19	60553	2019-03-07 18:17:18 UTC	P			2/26/14				FALSE		US				Public		public		
E85	Speedway #1017	64279 Wintergreen Rd		Lore City	OH	43755		740-489-9298	E		Public	24 hours daily	A Cash D M V Voyager Wright_Exp										GPS	40.031039	-81.449143	3/7/19	60554	2019-03-07 18:17:18 UTC	P			9/12/13				FALSE		US				Public		public		
E85	Speedway #1199	711 Reading Rd		Mason	OH	45040		513-459-9793	E		Public	24 hours daily	A Cash D M V Voyager Wright_Exp										GPS	39.351586	-84.322791	3/7/19	60555	2019-03-07 18:17:18 UTC	P			7/12/07				FALSE		US				Public		public		
E85	Speedway #1232	10291 Miamisburg-Springboro Rd		Miamisburg	OH	45342		937-865-6559	E		Public	24 hours daily	A Cash D M V Voyager Wright_Exp										GPS	39.597455	-84.248185	3/7/19	60556	2019-03-07 18:17:18 UTC	P			8/19/13				FALSE		US				Public		public		
E85	Speedway #7048	1501 Roden Park Dr		Monroe	OH	45050		513-539-4541	E		Public	24 hours daily	A Cash D M V Voyager Wright_Exp										GPS	39.44069	-84.429787	3/7/19	60557	2019-03-07 18:17:18 UTC	P			5/19/08				FALSE		US				Public		public		
E85	Speedway #3408	9191 Royalton Rd		North Royalton	OH	44133		440-237-1212	E		Public	24 hours daily	A Cash D M V Voyager Wright_Exp										GPS	41.312557	-81.754611	3/7/19	60559	2019-03-07 18:17:18 UTC	P			2/26/14				FALSE		US				Public		public		
E85	Speedway #3690	4208 E Lake Rd		Sheffield Lake	OH	44054		440-949-8524	E		Public	24 hours daily	A Cash D M V Voyager Wright_Exp										GPS	41.489991	-82.110046	3/7/19	60561	2019-03-07 18:17:18 UTC	P			2/26/14				FALSE		US				Public		public		
E85	Speedway #1260	1103 Upper Valley Pike		Springfield	OH	45504		937-322-0137	E		Public	24 hours daily	A Cash D M V Voyager Wright_Exp										GPS	39.9416	-83.856296	3/7/19	60562	2019-03-07 18:17:18 UTC	P			2/26/14				FALSE		US				Public		public		
E85	Speedway #8594	6700 Sylvania Ave		Sylvania	OH	43560		419-882-1986	E		Public	24 hours daily	A Cash D M V Voyager Wright_Exp										200-9	41.690425	-83.703938	3/7/19	60563	2019-03-07 18:17:18 UTC	P			2/26/14				FALSE		US				Public		public		
E85	Speedway #9607	657 E Dixie Hwy		West Carrollton	OH	45449		937-866-5126	E		Public	24 hours daily	A Cash D M V Voyager Wright_Exp										GPS	39.675807	-84.242283	3/7/19	60565	2019-03-07 18:17:18 UTC	P			2/26/14				FALSE		US				Public		public		
E85	Speedway #7690	2726 Dover Center Rd		Westlake	OH	44145		440-617-9076	E		Public	24 hours daily	A Cash D M V Voyager Wright_Exp										GPS	41.448822	-81.922592	3/7/19	60566	2019-03-07 18:17:18 UTC	P			8/23/12				FALSE		US				Public		public		
LPG	Lee's RV & Boat Storage	3790 Scioto Darby Creek Rd		Hilliard	OH	43026		614-771-1939	E		Public	9am-6pm daily	Cash Checks D M V										200-8	40.011805	-83.113042	3/7/19	60610	2019-03-07 18:17:18 UTC	P			2/1/14			TRUE			US				Public		public		
ELEC	THE BMW STORE	6131 Stewart Rd	STATION 01	Cincinnati	OH	45227		888-758-4389	E		Public	24 hours daily						2			ChargePoint Network	http://www.chargepoint.com/	GPS	39.1791087	-84.3960143	3/18/19	60643	2019-03-18 09:06:49 UTC									J1772	US				Public		public		
CNG	Trillium - Honda Parkway	19600 State Route 739	"Hwy 33, Exit Hwy 739"	Marysville	OH	43040		800-920-1166	E		Public - Credit card at all times	24 hours daily	A D EFS M TCH Tchek Trillium V Voyager Wright_Exp		Q	3600							200-8	40.27821	-83.530973	6/5/18	60713	2019-01-17 00:33:46 UTC	P			7/11/15		HD				US				Public - Carte de crédit en tout temps		public	CREDIT_CARD_ALWAYS	
ELEC	City of Dayton - Municipal Garage	123 W 3rd St		Dayton	OH	45402		937-225-4572	E		Public	24 hours daily; pay lot						2					200-8	39.75917	-84.193995	3/7/19	60723	2019-03-07 18:17:18 UTC	LG			2/12/14					J1772	US				Public		public		
LNG	Clean Energy - Franklin Pilot #9	6830 Franklin Lebanon Rd		Franklin	OH	45005		866-809-4869	E		Public - Credit card at all times	24 hours daily; call 866-809-4869 for Clean Energy card	A CleanEnergy Comdata D EFS FleetOne FuelMan M Speedway TCH Tchek V Voyager Wright_Exp										200-9	39.542409	-84.290958	10/4/18	60928	2019-01-17 00:33:46 UTC	P			3/28/14		HD				US				Public - Carte de crédit en tout temps		public	CREDIT_CARD_ALWAYS	
LNG	Clean Energy - Vandalia Pilot Flying J #97	175 Northwoods Blvd	LCNG station	Vandalia	OH	45377		866-809-4869	E		Public - Credit card at all times	24 hours daily; call 866-809-4869 for Clean Energy card; Also accepts PFGift Card	A CleanEnergy D EFS FuelMan M Speedway TCH Tchek V Voyager										200-9	39.902119	-84.192368	10/4/18	60929	2019-01-17 00:33:46 UTC	P			1/19/16		HD				US				Public - Carte de crédit en tout temps		public	CREDIT_CARD_ALWAYS	
E85	American Freedom Energy	430 Ohio 109		Liberty Center	OH	43532		419-533-0980	E		Public - Credit card after hours	"6am-10pm M-Th, 6am-11pm F-Sat, 8am-10pm Sun"	A Cash D M V Voyager										200-8	41.446342	-84.008772	3/7/19	60992	2019-03-07 18:17:18 UTC	P			12/1/13				TRUE		US				Public - Carte de crédit après les heures d'ouverture		public	CREDIT_CARD_AFTER_HOURS	
CNG	Lewisville CNG	34089 State Route 78		Lewisville	OH	43754		740-228-1267	E		Public - Credit card at all times	24 hours daily	A D FuelMan M V Voyager Wright_Exp		Q	3600							200-8	39.763889	-81.20266	12/11/18	61179	2019-03-11 17:56:17 UTC	P			2/15/14		HD				US				Public - Carte de crédit en tout temps		public	CREDIT_CARD_ALWAYS	
CNG	Caldwell CNG	43925 Marietta Rd		Caldwell	OH	43724		740-228-1267	E		Public - Credit card at all times	24 hours daily	A D FuelMan M V Voyager Wright_Exp		Q	3600							200-8	39.733274	-81.520186	7/9/18	61180	2019-03-11 17:56:00 UTC	P			2/15/14		HD				US				Public - Carte de crédit en tout temps		public	CREDIT_CARD_ALWAYS	
CNG	New Concord CNG	706 S Friendship Dr		New Concord	OH	43762		740-228-1267	E		Public - Credit card at all times	24 hours daily	A D FuelMan M V Voyager Wright_Exp		Q	3600							GPS	39.983364	-81.7327	7/9/18	61192	2019-03-11 17:56:29 UTC	P			10/1/14		HD				US				Public - Carte de crédit en tout temps		public	CREDIT_CARD_ALWAYS	
CNG	IGS CNG Services - Girard - Mr Fuel	2840 Salt Springs Rd	At the Mr. Fuel truck stop off I-80.	Girard	OH	44420		877-742-4476	E		Public - Credit card at all times	24 hours daily	A D FuelMan M Proprietor V Voyager Wright_Exp		Q	3600							GPS	41.138468	-80.71885	12/11/18	61194	2019-01-17 00:33:46 UTC	P			7/15/14		HD				US				Public - Carte de crédit en tout temps		public	CREDIT_CARD_ALWAYS	
CNG	IGS CNG Services - Marengo	461 State Route 61	At the intersection of Interstate 71 and Ohio State Route 61.	Marengo	OH	43334		877-742-4476	E		Public - Credit card at all times	24 hours daily	A Comdata D FuelMan M Proprietor V Voyager Wright_Exp		Q	3600							200-9	40.370911	-82.829363	7/9/18	61195	2019-02-14 22:20:48 UTC	P			8/17/15		HD				US				Public - Carte de crédit en tout temps		public	CREDIT_CARD_ALWAYS	
CNG	IGS CNG Services - Findlay - Speedway	3730 Speedway Dr	Located at an existing Speedway station at the State Route 99 exit off of I-75.	Findlay	OH	45840		877-742-4476	E		Public - Credit card at all times	24 hours daily	A Comdata D FuelMan M Proprietor V Voyager Wright_Exp		Q	3600							GPS	41.086807	-83.657436	12/11/18	61206	2019-01-17 00:33:46 UTC	P			10/30/14		HD				US				Public - Carte de crédit en tout temps		public	CREDIT_CARD_ALWAYS	
ELEC	VOSS  BMW	620 Miamisburg Centerville Rd	STATION 01	Dayton	OH	45459		888-758-4389	E		Public	24 hours daily						2			ChargePoint Network	http://www.chargepoint.com/	GPS	39.6272342	-84.1745924	3/18/19	61324	2019-03-18 09:06:49 UTC									J1772	US				Public		public		
CNG	Stackhouse CNG	2635 US Route 322		Orwell	OH	44076		330-727-1759  440-812-4349	E		Public - Credit card at all times	24 hours daily	D FuelMan M V Voyager Wright_Exp		Q	3600							200-9	41.535534	-80.844365	3/7/19	61387	2019-03-07 18:17:18 UTC	P			1/15/14		HD				US				Public - Carte de crédit en tout temps		public	CREDIT_CARD_ALWAYS	
CNG	GAIN Clean Fuel - Columbus	1710 Atlas St		Columbus	OH	43228		800-438-7912	E		Public - Credit card at all times	24 hours daily; contact 920-243-5856 to set up account; Also accepts Diners Club and JCB	A CFN Comdata D EFS FleetOne FuelMan GasCard M TCH Tchek V Voyager Wright_Exp		Q	3600							200-8	39.983902	-83.142073	3/7/19	61427	2019-03-07 18:17:18 UTC	P			4/15/14		HD				US				Public - Carte de crédit en tout temps		public	CREDIT_CARD_ALWAYS	
ELEC	University of Cincinnati - Medical Campus	3225 Eden Ave	Located in Lot 13 near the west facade of Wherry Hall	Cincinnati	OH	45229		513-556-2283	E		Public	Lot hours; must have university parking pass; maximum session time of 4 hours						2					200-8	39.138291	-84.505295	3/7/19	61497	2019-03-07 18:17:18 UTC	P			4/19/14					J1772	US				Public		public		
ELEC	Clearcreek Park	3500 Lower Springboro Rd		Springboro	OH	45066		937-748-4345	E		Public	Dawn to dusk daily						1					200-8	39.490006	-84.219994	3/8/18	61533	2019-01-17 00:33:46 UTC	P			4/18/14					J1772	US				Public		public		
ELEC	KELLY BMW	4050 Morse Rd	STATION 01	Columbus	OH	43230		888-758-4389	E		Public	24 hours daily						2			ChargePoint Network	http://www.chargepoint.com/	GPS	40.0601832	-82.9055273	3/18/19	61642	2019-03-18 09:06:49 UTC									J1772	US				Public		public		
LPG	Ron's Car Care & Propane Services	1241 E Central Ave		Miamisburg	OH	45342		937-866-4925	E		Public	7am-6:30pm M-F	A Cash D GasCard M V										200-9	39.641364	-84.267157	3/8/18	61905	2019-01-17 00:33:46 UTC	P						TRUE			US				Public		public		
CNG	IGS CNG Services - City of Dayton	1830 E Monument Ave		Dayton	OH	45402		877-742-4476	E		Public - Credit card at all times	24 hours daily	A Comdata D FuelMan M Proprietor V Voyager Wright_Exp		Q	3600							GPS	39.771034	-84.165929	7/9/18	62112	2019-01-17 00:33:46 UTC	P			2/16/15		HD				US				Public - Carte de crédit en tout temps		public	CREDIT_CARD_ALWAYS	
ELEC	BMW OF AKRON	408-416 OH-162	STATION PA01	Akron	OH	44302		888-758-4389	E		Public	24 hours daily						2			ChargePoint Network	http://www.chargepoint.com/	GPS	41.0848785	-81.5368696	3/18/19	62141	2019-03-18 09:06:49 UTC									J1772	US				Public		public		
ELEC	CAIN BMW	6461 Whipple Ave NW	STATION 01; -	North Canton	OH	44720		888-758-4389	E		Public	24 hours daily						2			ChargePoint Network	http://www.chargepoint.com/	GPS	40.8748184	-81.4234583	3/18/19	62148	2019-03-18 09:06:49 UTC									J1772	US				Public		public		
E85	Thorntons #65	4530 Reading Rd		Cincinnati	OH	45229		513-242-3548	E		Public	24 hours daily	A Cash Comdata D FleetOne FuelMan M V Voyager Wright_Exp										200-9	39.167219	-84.469997	3/7/19	62258	2019-03-07 18:17:18 UTC	P			6/1/14				FALSE		US				Public		public		
E85	Thorntons #552	7301 Kingsgate Way		West Chester	OH	45069		513-777-3514	E		Public	24 hours daily	A Cash Checks Comdata D FleetOne FuelMan M V Voyager Wright_Exp										200-9	39.3535	-84.37011	3/7/19	62259	2019-03-07 18:17:18 UTC	P			6/1/14				FALSE		US				Public		public		
ELEC	Local Roots Market	140 S Walnut St	Located in east parking lot behind Local Roots at S Walnut St and W South St	Wooster	OH	44691		330-263-5336	E		Public	24 hours daily; donations accepted					1	1					200-9	40.797174	-81.941129	3/7/19	62282	2019-03-07 18:17:18 UTC	P			6/23/14					J1772 NEMA520	US				Public		public		
LPG	Blue Ash Equipment Center	8970 Blue Ash Rd		Cincinnati	OH	45242		513-891-3491	E		Public	"7:30am-5:30pm M-F, 8am-4pm Sat, 10am-4pm Sun"	A Cash D M V										200-9	39.222156	-84.383554	3/8/18	62322	2019-01-17 00:33:46 UTC	P			12/20/17			TRUE			US				Public		public		
ELEC	GANLEY BMW	6976 Pearl Rd	PUBLIC STATION; The station lies inbetween the two buildings by a yellow post. 	Middleburg Heights	OH	44130		888-758-4389	E		Public	24 hours daily						1			ChargePoint Network	http://www.chargepoint.com/	GPS	41.3768817	-81.7952962	3/18/19	62408	2019-03-18 09:06:49 UTC									J1772	US				Public		public		
CNG	ampCNG	4011 16th St SW	Station is directly off of US 30/US 65 and across from Frito-Lay North America's Canton plant. At the intersection of 16th St SW and Industry Dr.	Canton	OH	44710		312-300-6700	E		Public - Credit card at all times	24 hours daily	A D EFS M Proprietor Trillium V Voyager Wright_Exp		Q	3600							200-8	40.783185	-81.420644	4/3/18	62451	2019-03-20 17:15:42 UTC	P			10/18/14		HD				US				Public - Carte de crédit en tout temps		public	CREDIT_CARD_ALWAYS	
ELEC	City of Bellefontaine	126 W Chillicothe Ave	Located in public parking lot	Bellefontaine	OH	43311		937-592-4376	E		Public	24 hours daily						4					GPS	40.360389	-83.76175	3/7/19	62462	2019-03-07 18:17:18 UTC	LG			7/7/14					J1772	US				Public		public		
E85	Speedway #5332	2254 N Fairfield Rd		Beavercreek	OH	45431		937-429-9067	E		Public	24 hours daily	A Cash Checks D M V Voyager Wright_Exp										200-9	39.754861	-84.053567	3/7/19	62592	2019-03-07 18:17:18 UTC	P			7/1/14				FALSE		US				Public		public		
E85	Speedway #9265	2567 Walcutt Rd		Columbus	OH	43026		614-527-9807	E		Public	24 hours daily	A Cash Checks D M V Voyager Wright_Exp										200-8	40.003694	-83.139063	3/7/19	62593	2019-03-07 18:17:18 UTC	P			7/1/14				FALSE		US				Public		public		
E85	Speedway #7611	11584 Allen Rd NW		Octa	OH	43128		740-948-2328	E		Public	24 hours daily	A Cash Checks D M V Voyager Wright_Exp										200-9	39.617506	-83.605316	3/7/19	62594	2019-03-07 18:17:18 UTC	P			7/1/14				FALSE		US				Public		public		
E85	Speedway #7330	2227 Campbell St		Sandusky	OH	44870		419-621-1247	E		Public	24 hours daily	A Cash Checks D M V Voyager Wright_Exp										200-9	41.433146	-82.705508	3/7/19	62595	2019-03-07 18:17:18 UTC	P			7/1/14				FALSE		US				Public		public		
E85	Speedway #5215	213 N Urbana St		South Vienna	OH	45369		937-568-4160	E		Public	24 hours daily	A Cash Checks D M V Voyager Wright_Exp										200-9	39.930507	-83.61257	3/7/19	62596	2019-03-07 18:17:18 UTC	P			7/1/14				FALSE		US				Public		public		
E85	Speedway #6395	8645 Waterville S		Waterville	OH	43566		419-878-0536	E		Public	24 hours daily	A Cash Checks D M V Voyager Wright_Exp										GPS	41.50631961	-83.7480508	2/6/19	62597	2019-02-06 20:42:36 UTC	P			7/1/14				FALSE		US				Public		public		
ELEC	Kistler Ford	5555 W Central Ave	Located at the west end of the building	Toledo	OH	43615		866-597-3673	E		Public - Call ahead	Dealership business hours						2					200-9	41.675576	-83.675675	3/8/18	62832	2019-01-17 00:33:46 UTC	P			9/1/14					J1772	US				Public - Appeler à l'avance		public	CALL	
E85	Speedway #1219	799 Arlington Rd		Brookville	OH	45309		937-833-4680	E		Public	24 hours daily	A Cash D M V Voyager Wright_Exp										200-9	39.8454	-84.425372	3/7/19	63376	2019-03-07 18:17:18 UTC	P			9/1/14				FALSE		US				Public		public		
ELEC	University of Dayton - B Lot	300 College Park Dr		Dayton	OH	45469		937-229-2128	E		Public	24 hours daily; must have parking permit						2					GPS	39.740504	-84.17748105	3/7/19	63519	2019-03-07 18:17:18 UTC	P			7/1/14					J1772	US				Public		public		
CNG	IGS CNG Services - Duchess BP	3909 Alum Creek Dr		Obetz	OH	43207		877-742-4476	E		Public - Credit card at all times	24 hours daily	A Comdata D FuelMan M Proprietor V Voyager Wright_Exp		Q	3600							GPS	39.888256	-82.930933	12/11/18	63577	2019-01-17 00:33:46 UTC	P			3/15/15		HD				US				Public - Carte de crédit en tout temps		public	CREDIT_CARD_ALWAYS	
ELEC	Al Spitzer Ford	3737 State Rd		Cuyahoga Falls	OH	44223		330-929-1904	E		Public	Dealership business hours						2					200-9	41.171588	-81.508325	3/8/18	63596	2019-01-17 00:33:46 UTC	P			4/1/13					J1772	US				Public		public		
ELEC	Nick Mayers Marshall Ford	6200 Mayfield Rd		Mayfield Heights	OH	44124		440-449-1000	E		Public	24 hours daily						2					200-9	41.519266	-81.455388	1/10/19	63606	2019-01-17 00:33:46 UTC	P			6/1/13					J1772	US				Public		public		
CNG	Kimble Recycling and Disposal	2295 Boliver Rd		Canton	OH	44706		330-343-1226	E		Public - Credit card at all times	24 hours daily	A Comdata D M V Wright_Exp		Q	3600							GPS	40.77312513	-81.39494493	6/5/18	63628	2019-02-19 16:29:11 UTC	P			1/15/17		HD				US				Public - Carte de crédit en tout temps		public	CREDIT_CARD_ALWAYS	
ELEC	Park Ford	400 W Ave		Tallmadge	OH	44278		330-633-6222	E		Public - Call ahead	Dealership business hours; for customer use only						2					200-9	41.102337	-81.457703	3/8/18	63983	2019-01-17 00:33:46 UTC	P			1/1/14					J1772	US				Public - Appeler à l'avance		public	CALL	
ELEC	Mike Bass Ford	5050 Detroit Rd	Located outside by the Ford and Used Car buildings	Sheffield Village	OH	44035		440-934-3673	E		Public - Call ahead	24 hours daily						2					200-9	41.422576	-82.085607	3/8/18	64128	2019-01-17 00:33:46 UTC	P			4/1/13					J1772	US				Public - Appeler à l'avance		public	CALL	
E85	Speedway #8502	3730 Speedway Dr		Findlay	OH	45840		419-425-9542	E		Public	24 hours daily	A Cash D M V Voyager Wright_Exp										200-8	41.08768	-83.656654	3/7/19	64255	2019-03-07 18:17:18 UTC	P			11/15/14				FALSE		US				Public		public		
E85	Speedway #9383	23 New Garver Rd		Monroe	OH	45050		513-539-4433	E		Public	24 hours daily	A Cash D M V Voyager Wright_Exp										200-9	39.441093	-84.341294	3/7/19	64256	2019-03-07 18:17:18 UTC	P			2/4/15				FALSE		US				Public		public		
E85	Speedway #5286	1556 Huffman Ave		Dayton	OH	45403		937-253-9870	E		Public	24 hours daily	A Cash D M V Voyager Wright_Exp										200-9	39.757216	-84.139008	3/7/19	64257	2019-03-07 18:17:18 UTC	P			11/15/14				FALSE		US				Public		public		
ELEC	GANLEY BMW	24690 Sperry Dr	"WESTLAKE PUBLIC; -
WESTLAKE SA01"	Westlake	OH	44145		888-758-4389	E		Public	24 hours daily						2			ChargePoint Network	http://www.chargepoint.com/	200-9	41.475386	-81.894526	3/18/19	64370	2019-03-18 09:06:49 UTC									J1772	US				Public		public		
E85	Kroger Fuel Center #412	300 S Locust St		Oxford	OH	45056		513-523-2201	E		Public	6am-11pm daily	A Cash D M V Voyager Wright_Exp										200-9	39.505401	-84.750366	3/7/19	64518	2019-03-07 18:17:18 UTC	P			12/1/14				FALSE		US				Public		public		
E85	Young's Family Market	9277 State Route 159		Kingston	OH	45644		740-642-2288	E		Public	8am-8pm daily	A Cash D M V										200-8	39.456652	-82.929358	3/8/18	65044	2019-01-17 00:33:46 UTC	P			1/15/15				FALSE		US				Public		public		
E85	Speedway #3528	32769 Walker Rd		Avon Lake	OH	44012		440-933-9243	E		Public	24 hours daily	A Cash D M V Voyager Wright_Exp										200-9	41.492584	-82.019375	3/7/19	65257	2019-03-07 18:17:18 UTC	P			1/15/15				FALSE		US				Public		public		
ELEC	Ottawa National Wildlife Refuge	14000 W State Route 2	Located at the Visitor Center	Oak Harbor	OH	43449		419-898-0014	E		Public	Sunrise to sunset daily						2					200-8	41.603862	-83.202233	3/7/19	65404	2019-03-07 18:17:18 UTC	FG	16	Department of the Interior	12/20/14					J1772	US				Public		public		DOI
E85	Speedway #3328	2609 Harvard Ave		Newburgh Heights	OH	44105		216-883-7359	E		Public	24 hours daily	A Cash D M V Voyager Wright_Exp										200-9	41.447846	-81.669239	3/7/19	65593	2019-03-07 18:17:18 UTC	P			2/10/15				FALSE		US				Public		public		
E85	Speedway #3389	7300 Dixie Hwy		Fairfield	OH	45014		513-874-2428	E		Public	24 hours daily	A Cash D M V Voyager Wright_Exp										200-9	39.307229	-84.486115	3/7/19	65594	2019-03-07 18:17:18 UTC	P			2/10/15				FALSE		US				Public		public		
E85	Speedway #3401	1488 Austin Pike		Centerville	OH	45458		937-885-5327	E		Public	24 hours daily	A Cash D M V Voyager Wright_Exp										200-9	39.594482	-84.200927	3/7/19	65595	2019-03-07 18:17:18 UTC	P			2/10/15				FALSE		US				Public		public		
E85	Speedway #3405	8350 Cincinnati Dayton Rd		West Chester	OH	45069		513-759-1884	E		Public	24 hours daily	A Cash D M V Voyager Wright_Exp										200-9	39.343693	-84.395308	3/7/19	65596	2019-03-07 18:17:18 UTC	P			2/10/15				FALSE		US				Public		public		
E85	Speedway #3428	3088 Creekside Dr		Hamilton	OH	45011		513-892-1594	E		Public	24 hours daily	A Cash D M V Voyager Wright_Exp										200-9	39.408212	-84.506525	3/7/19	65597	2019-03-07 18:17:18 UTC	P			2/10/15				FALSE		US				Public		public		
E85	Speedway #3681	765 Darrow Rd		Akron	OH	44305		330-733-1463	E		Public	24 hours daily	A Cash D M V Voyager Wright_Exp										200-9	41.084406	-81.441071	3/7/19	65601	2019-03-07 18:17:18 UTC	P			2/10/15				FALSE		US				Public		public		
E85	Speedway #3683	1500 Reynolds Rd		Maumee	OH	43537		419-893-8222	E		Public	24 hours daily	A Cash D M V Voyager Wright_Exp										200-9	41.585901	-83.664041	3/7/19	65602	2019-03-07 18:17:18 UTC	P			2/10/15				FALSE		US				Public		public		
E85	Speedway #5259	8023 Springboro Pike		Miamisburg	OH	45342		937-439-1344	E		Public	24 hours daily	A Cash D M V Voyager Wright_Exp										200-9	39.635316	-84.225644	3/7/19	65606	2019-03-07 18:17:18 UTC	P			2/10/15				FALSE		US				Public		public		
E85	Speedway #8019	987 W State St		Trenton	OH	45067		513-988-0366	E		Public	24 hours daily	A Cash D M V Voyager Wright_Exp										200-9	39.480064	-84.476719	3/7/19	65620	2019-03-07 18:17:18 UTC	P			2/10/15				FALSE		US				Public		public		
E85	Speedway #9284	296 County Rd 410		South Point	OH	45680		740-894-6104	E		Public	24 hours daily	A Cash D M V Voyager Wright_Exp										200-9	38.412805	-82.521683	3/7/19	65628	2019-03-07 18:17:18 UTC	P			2/10/15				FALSE		US				Public		public		
